"rt","stimulus","button_pressed","button_pressed_text","trial_type","trial_index","time_elapsed","internal_node_id","ID"
"1955.09999999922","<span class=stimul>à</span>","0","Correct","html-button-response","0","1961","0.0-0.0-0.0","g4n9z9npu2"
"741.6000000011991","<span class=stimul>où</span>","0","Correct","html-button-response","1","2707","0.0-0.0-0.1","g4n9z9npu2"
"759.2000000004191","<span class=stimul>la</span>","0","Correct","html-button-response","2","3470","0.0-0.0-0.2","g4n9z9npu2"
"414.89999999976135","<span class=stimul>au</span>","0","Correct","html-button-response","3","3888","0.0-0.0-0.3","g4n9z9npu2"
"439.3999999992957","<span class=stimul>tu</span>","0","Correct","html-button-response","4","4330","0.0-0.0-0.4","g4n9z9npu2"
"400.29999999751453","<span class=stimul>un</span>","0","Correct","html-button-response","5","4733","0.0-0.0-0.5","g4n9z9npu2"
"431.49999999877764","<span class=stimul>il</span>","0","Correct","html-button-response","6","5168","0.0-0.0-0.6","g4n9z9npu2"
"466.5000000022701","<span class=stimul>été</span>","0","Correct","html-button-response","7","5638","0.0-0.0-0.7","g4n9z9npu2"
"800.9000000020023","<span class=stimul>on</span>","0","Correct","html-button-response","8","6442","0.0-0.0-0.8","g4n9z9npu2"
"755.4000000018277","<span class=stimul>mur</span>","0","Correct","html-button-response","9","7200","0.0-0.0-0.9","g4n9z9npu2"
"686.200000000099","<span class=stimul>ni</span>","0","Correct","html-button-response","10","7890","0.0-0.0-0.10","g4n9z9npu2"
"852.5999999983469","<span class=stimul>sur</span>","0","Correct","html-button-response","11","8745","0.0-0.0-0.11","g4n9z9npu2"
"751.299999999901","<span class=stimul>qui</span>","0","Correct","html-button-response","12","9500","0.0-0.0-0.12","g4n9z9npu2"
"624.8999999988882","<span class=stimul>vélo</span>","0","Correct","html-button-response","13","10128","0.0-0.0-0.13","g4n9z9npu2"
"705.999999998312","<span class=stimul>par</span>","0","Correct","html-button-response","14","10838","0.0-0.0-0.14","g4n9z9npu2"
"724.6000000013737","<span class=stimul>feu</span>","0","Correct","html-button-response","15","11566","0.0-0.0-0.15","g4n9z9npu2"
"676.1000000005879","<span class=stimul>ce</span>","0","Correct","html-button-response","16","12245","0.0-0.0-0.16","g4n9z9npu2"
"658.7999999974272","<span class=stimul>peur</span>","0","Correct","html-button-response","17","12907","0.0-0.0-0.17","g4n9z9npu2"
