"rt","stimulus","button_pressed","button_pressed_text","trial_type","trial_index","time_elapsed","internal_node_id","ID"
"7112.9000000000815","<span class=stimul>à</span>","0","Correct","html-button-response","0","7125","0.0-0.0-0.0","ss53lsfxnb"
"2321.9000000026426","<span class=stimul>où</span>","0","Correct","html-button-response","1","9451","0.0-0.0-0.1","ss53lsfxnb"
"862.6000000003842","<span class=stimul>la</span>","0","Correct","html-button-response","2","10319","0.0-0.0-0.2","ss53lsfxnb"
"647.4000000016531","<span class=stimul>au</span>","0","Correct","html-button-response","3","10970","0.0-0.0-0.3","ss53lsfxnb"
"361.3999999979569","<span class=stimul>tu</span>","0","Correct","html-button-response","4","11335","0.0-0.0-0.4","ss53lsfxnb"
"523.0000000010477","<span class=stimul>un</span>","0","Correct","html-button-response","5","11861","0.0-0.0-0.5","ss53lsfxnb"
"421.90000000118744","<span class=stimul>il</span>","0","Correct","html-button-response","6","12286","0.0-0.0-0.6","ss53lsfxnb"
"656.9999999992433","<span class=stimul>été</span>","0","Correct","html-button-response","7","12946","0.0-0.0-0.7","ss53lsfxnb"
"695.8000000013271","<span class=stimul>on</span>","0","Correct","html-button-response","8","13645","0.0-0.0-0.8","ss53lsfxnb"
"2181.2000000027183","<span class=stimul>mur</span>","0","Correct","html-button-response","9","15830","0.0-0.0-0.9","ss53lsfxnb"
"704.7999999995227","<span class=stimul>ni</span>","0","Correct","html-button-response","10","16538","0.0-0.0-0.10","ss53lsfxnb"
"503.0000000006112","<span class=stimul>sur</span>","0","Correct","html-button-response","11","17044","0.0-0.0-0.11","ss53lsfxnb"
"546.0999999995693","<span class=stimul>qui</span>","0","Correct","html-button-response","12","17594","0.0-0.0-0.12","ss53lsfxnb"
"504.19999999940046","<span class=stimul>vélo</span>","0","Correct","html-button-response","13","18101","0.0-0.0-0.13","ss53lsfxnb"
"512.5999999982014","<span class=stimul>par</span>","0","Correct","html-button-response","14","18617","0.0-0.0-0.14","ss53lsfxnb"
"746.500000001106","<span class=stimul>feu</span>","0","Correct","html-button-response","15","19367","0.0-0.0-0.15","ss53lsfxnb"
"496.9999999993888","<span class=stimul>ce</span>","0","Correct","html-button-response","16","19867","0.0-0.0-0.16","ss53lsfxnb"
"583.0999999998312","<span class=stimul>peur</span>","0","Correct","html-button-response","17","20454","0.0-0.0-0.17","ss53lsfxnb"
"636.3999999994121","<span class=stimul>ami</span>","0","Correct","html-button-response","18","21093","0.0-0.0-0.18","ss53lsfxnb"
"437.60000000111177","<span class=stimul>moto</span>","0","Correct","html-button-response","19","21535","0.0-0.0-0.19","ss53lsfxnb"
"521.100000001752","<span class=stimul>peau</span>","0","Correct","html-button-response","20","22059","0.0-0.0-0.20","ss53lsfxnb"
"723.7000000022817","<span class=stimul>lune</span>","0","Correct","html-button-response","21","22787","0.0-0.0-0.21","ss53lsfxnb"
"312.2000000003027","<span class=stimul>gare</span>","0","Correct","html-button-response","22","23102","0.0-0.0-0.22","ss53lsfxnb"
"429.20000000231084","<span class=stimul>lire</span>","0","Correct","html-button-response","23","23535","0.0-0.0-0.23","ss53lsfxnb"
"335.5999999985215","<span class=stimul>bon</span>","0","Correct","html-button-response","24","23874","0.0-0.0-0.24","ss53lsfxnb"
"362.4999999992724","<span class=stimul>mardi</span>","0","Correct","html-button-response","25","24240","0.0-0.0-0.25","ss53lsfxnb"
"362.8000000026077","<span class=stimul>col</span>","0","Correct","html-button-response","26","24606","0.0-0.0-0.26","ss53lsfxnb"
