"rt","stimulus","button_pressed","button_pressed_text","trial_type","trial_index","time_elapsed","internal_node_id","ID"
"5643.000000000029","<p> <span class= bienv>Bienvenue !</p>","0","Commencer","html-button-response","0","5648","0.0-0.0","146x80rdkg"
"1516.1999999982072"," ","0","54","html-button-response","1","7170","0.0-1.0","146x80rdkg"
"1306.0000000004948"," ","0","41","html-button-response","2","8480","0.0-2.0","146x80rdkg"
"1202.1999999997206"," ","1","68","html-button-response","3","9685","0.0-3.0","146x80rdkg"
"1301.9999999996799"," ","0","18","html-button-response","4","10990","0.0-4.0","146x80rdkg"
"2145.599999999831"," ","1","92","html-button-response","5","13139","0.0-5.0","146x80rdkg"
"1559.7999999990861"," ","0","31","html-button-response","6","14702","0.0-6.0","146x80rdkg"
"2240.2000000001863"," ","1","98","html-button-response","7","16945","0.0-7.0","146x80rdkg"
"3114.7000000019034"," ","1","61","html-button-response","8","20063","0.0-8.0","146x80rdkg"
"1485.000000000582"," ","0","81","html-button-response","9","21550","0.0-9.0","146x80rdkg"
"1354.4000000001688"," ","1","62","html-button-response","10","22908","0.0-10.0","146x80rdkg"
"1758.3000000013271"," ","0","74","html-button-response","11","24669","0.0-11.0","146x80rdkg"
"2901.000000001659"," ","1","46","html-button-response","12","27573","0.0-12.0","146x80rdkg"
"1212.4000000003434"," ","1","99","html-button-response","13","28788","0.0-13.0","146x80rdkg"
"1570.2999999994063"," ","0","37","html-button-response","14","30362","0.0-14.0","146x80rdkg"
"1157.8000000008615"," ","1","52","html-button-response","15","31523","0.0-15.0","146x80rdkg"
"1437.3000000014144"," ","0","36","html-button-response","16","32963","0.0-16.0","146x80rdkg"
"1259.7999999998137"," ","1","93","html-button-response","17","34226","0.0-17.0","146x80rdkg"
"1779.4000000030792"," ","0","21","html-button-response","18","36008","0.0-18.0","146x80rdkg"
"1284.4000000004598"," ","1","91","html-button-response","19","37296","0.0-19.0","146x80rdkg"
"1342.1000000016647"," ","1","51","html-button-response","20","38641","0.0-20.0","146x80rdkg"
"1350.5999999979394"," ","0","81","html-button-response","21","39994","0.0-21.0","146x80rdkg"
"1139.4000000000233"," ","1","48","html-button-response","22","41137","0.0-22.0","146x80rdkg"
"1821.1999999984982"," ","0","19","html-button-response","23","42961","0.0-23.0","146x80rdkg"
"1109.8999999994703"," ","0","44","html-button-response","24","44074","0.0-24.0","146x80rdkg"
"1258.9999999981956"," ","1","89","html-button-response","25","45336","0.0-25.0","146x80rdkg"
"1211.0999999968044"," ","1","56","html-button-response","26","46550","0.0-26.0","146x80rdkg"
"1450.300000000425"," ","0","28","html-button-response","27","48003","0.0-27.0","146x80rdkg"
"1269.0000000002328"," ","1","41","html-button-response","28","49275","0.0-28.0","146x80rdkg"
"1238.9000000002852"," ","0","69","html-button-response","29","50519","0.0-29.0","146x80rdkg"
"1481.500000001688"," ","0","92","html-button-response","30","52004","0.0-30.0","146x80rdkg"
"1683.6000000002969"," ","1","72","html-button-response","31","53691","0.0-31.0","146x80rdkg"
"1228.000000002794"," ","1","25","html-button-response","32","54922","0.0-32.0","146x80rdkg"
"1062.7999999996973"," ","0","77","html-button-response","33","55988","0.0-33.0","146x80rdkg"
"1184.900000000198"," ","1","37","html-button-response","34","57175","0.0-34.0","146x80rdkg"
"1139.2000000014377"," ","0","81","html-button-response","35","58318","0.0-35.0","146x80rdkg"
