"rt","stimulus","button_pressed","button_pressed_text","trial_type","trial_index","time_elapsed","internal_node_id","ID"
"735.4000000013912","<span class=stimul>août</span>","0","Correct","html-button-response","51","37828","0.0-0.0-0.51","97ts0y702d"
"887.2000000010303","<span class=stimul>pays</span>","0","Correct","html-button-response","52","38719","0.0-0.0-0.52","97ts0y702d"
"593.8999999998487","<span class=stimul>balai</span>","0","Correct","html-button-response","53","39316","0.0-0.0-0.53","97ts0y702d"
"402.00000000186265","<span class=stimul>fille</span>","0","Correct","html-button-response","54","39722","0.0-0.0-0.54","97ts0y702d"
"514.3000000025495","<span class=stimul>sept</span>","0","Correct","html-button-response","55","40239","0.0-0.0-0.55","97ts0y702d"
"704.8000000031607","<span class=stimul>lourd</span>","0","Correct","html-button-response","56","40947","0.0-0.0-0.56","97ts0y702d"
"774.8999999967054","<span class=stimul>femme</span>","0","Correct","html-button-response","57","41726","0.0-0.0-0.57","97ts0y702d"
"794.2000000002736","<span class=stimul>garage</span>","0","Correct","html-button-response","58","42523","0.0-0.0-0.58","97ts0y702d"
"746.1000000002969","<span class=stimul>hibou</span>","0","Correct","html-button-response","59","43274","0.0-0.0-0.59","97ts0y702d"
"","","","","html-button-response","60","60003","0.0-1.0","97ts0y702d"
