"rt","stimulus","button_pressed","button_pressed_text","trial_type","trial_index","time_elapsed","internal_node_id","ID"
"5777.200000000448","<p> <span class= bienv>Bienvenue !</p>","0","Commencer","html-button-response","0","5785","0.0-0.0","oq7p57k46d"
"1207.8000000001339"," ","1","51","html-button-response","1","6995","0.0-1.0","oq7p57k46d"
"1502.6999999972759"," ","0","41","html-button-response","2","8500","0.0-2.0","oq7p57k46d"
"1265.7999999973981"," ","1","68","html-button-response","3","9768","0.0-3.0","oq7p57k46d"
"1453.9000000004307"," ","0","18","html-button-response","4","11225","0.0-4.0","oq7p57k46d"
"1132.6000000008207"," ","1","92","html-button-response","5","12360","0.0-5.0","oq7p57k46d"
"1586.300000002666"," ","0","31","html-button-response","6","13950","0.0-6.0","oq7p57k46d"
"1403.6999999989348"," ","1","98","html-button-response","7","15356","0.0-7.0","oq7p57k46d"
"1250.7000000005064"," ","1","61","html-button-response","8","16610","0.0-8.0","oq7p57k46d"
"2116.099999999278"," ","0","81","html-button-response","9","18730","0.0-9.0","oq7p57k46d"
"1393.5999999994237"," ","1","62","html-button-response","10","20126","0.0-10.0","oq7p57k46d"
"1419.9999999982538"," ","0","74","html-button-response","11","21549","0.0-11.0","oq7p57k46d"
"1608.700000000681"," ","1","46","html-button-response","12","23161","0.0-12.0","oq7p57k46d"
"1380.300000000716"," ","1","99","html-button-response","13","24544","0.0-13.0","oq7p57k46d"
"1603.399999999965"," ","0","37","html-button-response","14","26151","0.0-14.0","oq7p57k46d"
"1710.6000000021595"," ","1","52","html-button-response","15","27864","0.0-15.0","oq7p57k46d"
"1627.199999998993"," ","0","36","html-button-response","16","29495","0.0-16.0","oq7p57k46d"
"1109.7999999983585"," ","1","93","html-button-response","17","30607","0.0-17.0","oq7p57k46d"
"1222.0999999990454"," ","0","21","html-button-response","18","31833","0.0-18.0","oq7p57k46d"
"1228.6999999996624"," ","1","91","html-button-response","19","33065","0.0-19.0","oq7p57k46d"
"1140.1000000005297"," ","1","51","html-button-response","20","34208","0.0-20.0","oq7p57k46d"
"1438.2000000005064"," ","0","81","html-button-response","21","35649","0.0-21.0","oq7p57k46d"
"1612.700000001496"," ","1","48","html-button-response","22","37265","0.0-22.0","oq7p57k46d"
"1351.5999999981432"," ","0","19","html-button-response","23","38620","0.0-23.0","oq7p57k46d"
"1401.4999999999418"," ","0","44","html-button-response","24","40024","0.0-24.0","oq7p57k46d"
"1430.500000002212"," ","1","89","html-button-response","25","41458","0.0-25.0","oq7p57k46d"
"1447.4000000009255"," ","1","56","html-button-response","26","42908","0.0-26.0","oq7p57k46d"
"1371.5999999985797"," ","0","28","html-button-response","27","44283","0.0-27.0","oq7p57k46d"
"1386.8000000002212"," ","1","41","html-button-response","28","45675","0.0-28.0","oq7p57k46d"
"1854.8999999984517"," ","0","69","html-button-response","29","47533","0.0-29.0","oq7p57k46d"
"1408.6999999999534"," ","0","92","html-button-response","30","48945","0.0-30.0","oq7p57k46d"
"1391.1999999982072"," ","1","72","html-button-response","31","50339","0.0-31.0","oq7p57k46d"
"1415.1999999994587"," ","1","25","html-button-response","32","51758","0.0-32.0","oq7p57k46d"
"1380.5000000029395"," ","0","77","html-button-response","33","53142","0.0-33.0","oq7p57k46d"
"1289.3000000003667"," ","1","37","html-button-response","34","54434","0.0-34.0","oq7p57k46d"
"1451.099999998405"," ","0","81","html-button-response","35","55888","0.0-35.0","oq7p57k46d"
"1428.4999999981665"," ","1","51","html-button-response","36","57320","0.0-36.0","oq7p57k46d"
"1411.7000000005646"," ","0","83","html-button-response","37","58735","0.0-37.0","oq7p57k46d"
"1448.0000000003201"," ","0","93","html-button-response","38","60186","0.0-38.0","oq7p57k46d"
"1537.000000000262"," ","1","28","html-button-response","39","61726","0.0-39.0","oq7p57k46d"
"1750.400000000809"," ","1","68","html-button-response","40","63479","0.0-40.0","oq7p57k46d"
"1430.7999999982712"," ","0","27","html-button-response","41","64913","0.0-41.0","oq7p57k46d"
"1436.200000000099"," ","1","97","html-button-response","42","66352","0.0-42.0","oq7p57k46d"
"1530.0000000024738"," ","0","61","html-button-response","43","67885","0.0-43.0","oq7p57k46d"
"1317.0000000027358"," ","1","16","html-button-response","44","69205","0.0-44.0","oq7p57k46d"
"1243.6999999990803"," ","0","71","html-button-response","45","70452","0.0-45.0","oq7p57k46d"
"1170.0999999993655"," ","1","68","html-button-response","46","71625","0.0-46.0","oq7p57k46d"
"1353.000000002794"," ","1","88","html-button-response","47","72981","0.0-47.0","oq7p57k46d"
"1402.3999999990338"," ","0","41","html-button-response","48","74387","0.0-48.0","oq7p57k46d"
"1408.1000000005588"," ","1","71","html-button-response","49","75798","0.0-49.0","oq7p57k46d"
"1475.0999999996566"," ","0","62","html-button-response","50","77277","0.0-50.0","oq7p57k46d"
"1489.9999999979627"," ","0","86","html-button-response","51","78770","0.0-51.0","oq7p57k46d"
"1280.800000000454"," ","1","43","html-button-response","52","80054","0.0-52.0","oq7p57k46d"
"1202.6000000005297"," ","0","34","html-button-response","53","81259","0.0-53.0","oq7p57k46d"
"1607.2999999996682"," ","0","98","html-button-response","54","82870","0.0-54.0","oq7p57k46d"
"1118.2999999982712"," ","1","21","html-button-response","55","83991","0.0-55.0","oq7p57k46d"
"1123.8999999986845"," ","1","59","html-button-response","56","85118","0.0-56.0","oq7p57k46d"
"1305.4000000011001"," ","0","31","html-button-response","57","86427","0.0-57.0","oq7p57k46d"
"1463.2999999994354"," ","0","78","html-button-response","58","87893","0.0-58.0","oq7p57k46d"
"1504.6000000002095"," ","0","97","html-button-response","59","89401","0.0-59.0","oq7p57k46d"
"1118.9000000013039"," ","1","32","html-button-response","60","90523","0.0-60.0","oq7p57k46d"
"17158.09999999692","<p> C'est terminé ! Votre identifaint était :</p>oq7p57k46d","0","Save","html-button-response","61","107684","0.0-61.0","oq7p57k46d"
