"success","trial_type","trial_index","time_elapsed","internal_node_id","ID","rt","stimulus","button_pressed","button_pressed_text"
"true","fullscreen","0","9066","0.0-0.0","tsom34nl48","","","",""
"","html-button-response","1","11423","0.0-1.0","tsom34nl48","2341.499999994994"," ","1","9"
"","html-button-response","2","14116","0.0-2.0","tsom34nl48","2688.899999993737"," ","1","6"
"","html-button-response","3","16397","0.0-3.0","tsom34nl48","2278.8999999975204"," ","0","5"
"","html-button-response","4","18000","0.0-4.0","tsom34nl48","1599.6000000013737"," ","0","3"
"","html-button-response","5","19400","0.0-5.0","tsom34nl48","1397.899999996298"," ","0","4"
"","html-button-response","6","20815","0.0-6.0","tsom34nl48","1411.500000001979"," ","1","5"
"","html-button-response","7","22246","0.0-7.0","tsom34nl48","1428.299999999581"," ","1","6"
"","html-button-response","8","23708","0.0-8.0","tsom34nl48","1459.900000001653"," ","0","8"
"","html-button-response","9","25272","0.0-9.0","tsom34nl48","1561.2999999939348"," ","1","7"
"","html-button-response","10","27273","0.0-10.0","tsom34nl48","1998.0000000068685"," ","0","2"
"","html-button-response","11","30395","0.0-11.0","tsom34nl48","3119.1000000035274"," ","0","6"
"","html-button-response","12","35489","0.0-12.0","tsom34nl48","5091.900000006717"," ","1","4"
"","html-button-response","13","39244","0.0-13.0","tsom34nl48","3751.9000000029337"," ","0","9"
"","html-button-response","14","42759","0.0-14.0","tsom34nl48","3512.399999999616"," ","1","8"
"","html-button-response","15","44224","0.0-15.0","tsom34nl48","1462.7999999938766"," ","1","5"
"","html-button-response","16","45837","0.0-16.0","tsom34nl48","1609.2999999964377"," ","0","7"
"","html-button-response","17","48347","0.0-17.0","tsom34nl48","2507.099999995262"," ","1","9"
"","html-button-response","18","51356","0.0-18.0","tsom34nl48","3006.600000000617"," ","0","7"
"","html-button-response","19","53025","0.0-19.0","tsom34nl48","1665.899999999965"," ","0","5"
"","html-button-response","20","54212","0.0-20.0","tsom34nl48","1184.7999999954482"," ","1","9"
"","html-button-response","21","55473","0.0-21.0","tsom34nl48","1258.0999999991036"," ","1","4"
"","html-button-response","22","58397","0.0-22.0","tsom34nl48","2920.799999999872"," ","0","8"
"","html-button-response","23","61099","0.0-23.0","tsom34nl48","2699.0999999979977"," ","1","2"
"","html-button-response","24","64603","0.0-24.0","tsom34nl48","3501.299999996263"," ","0","4"
"","html-button-response","25","66822","0.0-25.0","tsom34nl48","2216.0000000003492"," ","1","6"
"","html-button-response","26","68348","0.0-26.0","tsom34nl48","1523.4000000054948"," ","0","8"
"","html-button-response","27","69619","0.0-27.0","tsom34nl48","1267.0000000071013"," ","1","9"
"","html-button-response","28","71423","0.0-28.0","tsom34nl48","1795.2000000004773"," ","1","5"
"","html-button-response","29","72881","0.0-29.0","tsom34nl48","1455.1999999966938"," ","0","6"
"","html-button-response","30","74422","0.0-30.0","tsom34nl48","1538.0999999979394"," ","1","7"
"","html-button-response","31","76417","0.0-31.0","tsom34nl48","1991.5999999939231"," ","1","6"
"","html-button-response","32","79248","0.0-32.0","tsom34nl48","2828.300000001036"," ","0","4"
"","html-button-response","33","81086","0.0-33.0","tsom34nl48","1835.3000000061002"," ","0","2"
"","html-button-response","34","83513","0.0-34.0","tsom34nl48","2425.0000000029104"," ","0","9"
"","html-button-response","35","85578","0.0-35.0","tsom34nl48","2061.700000005658"," ","1","5"
"","html-button-response","36","88162","0.0-36.0","tsom34nl48","2580.999999998312"," ","0","8"
"","html-button-response","37","89944","0.0-37.0","tsom34nl48","1779.3999999994412"," ","1","3"
"","html-button-response","38","92108","0.0-38.0","tsom34nl48","2161.3999999972293"," ","1","7"
"","html-button-response","39","94538","0.0-39.0","tsom34nl48","2427.300000003015"," ","0","9"
"","html-button-response","40","96777","0.0-40.0","tsom34nl48","2236.399999994319"," ","1","8"
"","html-button-response","41","98258","0.0-41.0","tsom34nl48","1478.1000000002678"," ","0","6"
"","html-button-response","42","99996","0.0-42.0","tsom34nl48","1735.3000000002794"," ","0","5"
"","html-button-response","43","102034","0.0-43.0","tsom34nl48","2034.6999999965192"," ","0","7"
"","html-button-response","44","103927","0.0-44.0","tsom34nl48","1890.7000000035623"," ","1","5"
"","html-button-response","45","105257","0.0-45.0","tsom34nl48","1326.9000000000233"," ","1","9"
"","html-button-response","46","107115","0.0-46.0","tsom34nl48","1855.4999999978463"," ","0","4"
"","html-button-response","47","109485","0.0-47.0","tsom34nl48","2366.9000000008964"," ","1","6"
"","html-button-response","48","117096","0.0-48.0","tsom34nl48","7608.99999999674"," ","1","8"
"","html-button-response","49","120930","0.0-49.0","tsom34nl48","3829.4999999998254"," ","1","4"
"","html-button-response","50","123749","0.0-50.0","tsom34nl48","2816.2000000011176"," ","1","6"
"","html-button-response","51","125411","0.0-51.0","tsom34nl48","1658.900000002177"," ","0","5"
"","html-button-response","52","126625","0.0-52.0","tsom34nl48","1210.6999999959953"," ","0","9"
"","html-button-response","53","128595","0.0-53.0","tsom34nl48","1967.7000000010594"," ","0","5"
"","html-button-response","54","129626","0.0-54.0","tsom34nl48","1027.699999998731"," ","1","2"
"","html-button-response","55","133330","0.0-55.0","tsom34nl48","3701.6999999977998"," ","0","7"
"","html-button-response","56","135332","0.0-56.0","tsom34nl48","1998.7999999939348"," ","1","9"
"","html-button-response","57","137279","0.0-57.0","tsom34nl48","1944.100000000617"," ","0","8"
"","html-button-response","58","138710","0.0-58.0","tsom34nl48","1428.0999999973574"," ","0","6"
"","html-button-response","59","139840","0.0-59.0","tsom34nl48","1127.3000000001048"," ","1","7"
"","html-button-response","60","141225","0.0-60.0","tsom34nl48","1382.5999999971827"," ","1","3"
"true","fullscreen","61","142229","0.0-61.0","tsom34nl48","","","",""
