"success","trial_type","trial_index","time_elapsed","internal_node_id","ID","rt","stimulus","button_pressed","button_pressed_text"
"true","fullscreen","0","10861","0.0-0.0","gne7x4xznm","","","",""
"","html-button-response","1","11942","0.0-1.0-0.0","gne7x4xznm","1064.1999999970722","<span class=stimul>o</span>","0","Correct"
"","html-button-response","2","12295","0.0-1.0-0.1","gne7x4xznm","350.59999999793945","<span class=stimul>i</span>","0","Correct"
"","html-button-response","3","12524","0.0-1.0-0.2","gne7x4xznm","226.99999999895226","<span class=stimul>bi</span>","0","Correct"
"","html-button-response","4","12808","0.0-1.0-0.3","gne7x4xznm","280.800000000454","<span class=stimul>ul</span>","0","Correct"
"","html-button-response","5","13130","0.0-1.0-0.4","gne7x4xznm","319.8999999985972","<span class=stimul>til</span>","0","Correct"
"","html-button-response","6","13524","0.0-1.0-0.5","gne7x4xznm","391.9999999998254","<span class=stimul>ja</span>","0","Correct"
"","html-button-response","7","13876","0.0-1.0-0.6","gne7x4xznm","349.6999999988475","<span class=stimul>ol</span>","0","Correct"
"","html-button-response","8","14272","0.0-1.0-0.7","gne7x4xznm","393.59999999942374","<span class=stimul>ata</span>","0","Correct"
"","html-button-response","9","14599","0.0-1.0-0.8","gne7x4xznm","324.49999999880674","<span class=stimul>dik</span>","0","Correct"
"","html-button-response","10","15017","0.0-1.0-0.9","gne7x4xznm","416.4000000018859","<span class=stimul>nar</span>","0","Correct"
"","html-button-response","11","15468","0.0-1.0-0.10","gne7x4xznm","448.70000000082655","<span class=stimul>vaf</span>","0","Correct"
"","html-button-response","12","16019","0.0-1.0-0.11","gne7x4xznm","548.5000000007858","<span class=stimul>zou</span>","0","Correct"
"","html-button-response","13","16702","0.0-1.0-0.12","gne7x4xznm","679.0999999975611","<span class=stimul>dul</span>","0","Correct"
"","html-button-response","14","17200","0.0-1.0-0.13","gne7x4xznm","495.30000000231666","<span class=stimul>lévo</span>","0","Correct"
"","html-button-response","15","17980","0.0-1.0-0.14","gne7x4xznm","776.2000000002445","<span class=stimul>tur</span>","0","Correct"
"","html-button-response","16","18342","0.0-1.0-0.15","gne7x4xznm","358.8999999992666","<span class=stimul>veur</span>","0","Correct"
"","html-button-response","17","18816","0.0-1.0-0.16","gne7x4xznm","471.399999998539","<span class=stimul>col</span>","0","Correct"
"","html-button-response","18","19325","0.0-1.0-0.17","gne7x4xznm","505.4999999993015","<span class=stimul>noil</span>","0","Correct"
"","html-button-response","19","19809","0.0-1.0-0.18","gne7x4xznm","480.40000000037253","<span class=stimul>opa</span>","0","Correct"
"","html-button-response","20","20243","0.0-1.0-0.19","gne7x4xznm","430.70000000079744","<span class=stimul>jal</span>","0","Correct"
"","html-button-response","21","20677","0.0-1.0-0.20","gne7x4xznm","430.69999999715947","<span class=stimul>neau</span>","0","Correct"
"","html-button-response","22","21112","0.0-1.0-0.21","gne7x4xznm","431.49999999877764","<span class=stimul>timé</span>","0","Correct"
