"success","trial_type","trial_index","time_elapsed","internal_node_id","ID","rt","stimulus","button_pressed","button_pressed_text"
"true","fullscreen","0","7075","0.0-0.0","uvm8fqo64w","","","",""
"","html-button-response","1","8530","0.0-1.0","uvm8fqo64w","1443.69999999617"," ","0","54"
"","html-button-response","2","9889","0.0-2.0","uvm8fqo64w","1355.2999999956228"," ","0","41"
"","html-button-response","3","11748","0.0-3.0","uvm8fqo64w","1855.9000000022934"," ","1","68"
"","html-button-response","4","13226","0.0-4.0","uvm8fqo64w","1475.800000000163"," ","0","18"
"","html-button-response","5","15142","0.0-5.0","uvm8fqo64w","1913.3999999976368"," ","1","92"
"","html-button-response","6","16671","0.0-6.0","uvm8fqo64w","1526.7000000021653"," ","0","31"
"","html-button-response","7","19263","0.0-7.0","uvm8fqo64w","2588.800000004994"," ","1","98"
"","html-button-response","8","20426","0.0-8.0","uvm8fqo64w","1160.200000005716"," ","0","49"
"","html-button-response","9","22962","0.0-9.0","uvm8fqo64w","2533.6999999999534"," ","0","81"
"","html-button-response","10","25311","0.0-10.0","uvm8fqo64w","2344.3000000042957"," ","1","62"
"","html-button-response","11","26825","0.0-11.0","uvm8fqo64w","1510.3999999992084"," ","0","74"
"","html-button-response","12","28786","0.0-12.0","uvm8fqo64w","1957.5999999942724"," ","1","46"
"","html-button-response","13","30258","0.0-13.0","uvm8fqo64w","1470.2000000033877"," ","1","99"
"","html-button-response","14","35824","0.0-14.0","uvm8fqo64w","5563.199999996868"," ","0","37"
"","html-button-response","15","36840","0.0-15.0","uvm8fqo64w","1013.200000001234"," ","0","48"
"","html-button-response","16","39112","0.0-16.0","uvm8fqo64w","2269.5000000021537"," ","0","36"
"","html-button-response","17","40485","0.0-17.0","uvm8fqo64w","1369.6000000054482"," ","0","78"
"","html-button-response","18","42401","0.0-18.0","uvm8fqo64w","1912.9000000029919"," ","1","17"
"","html-button-response","19","45748","0.0-19.0","uvm8fqo64w","3343.700000004901"," ","1","91"
"","html-button-response","20","47778","0.0-20.0","uvm8fqo64w","2027.4999999965075"," ","1","51"
"","html-button-response","21","49500","0.0-21.0","uvm8fqo64w","1718.6000000001513"," ","0","81"
"","html-button-response","22","51029","0.0-22.0","uvm8fqo64w","1526.799999999639"," ","1","48"
"","html-button-response","23","52660","0.0-23.0","uvm8fqo64w","1627.9999999969732"," ","0","19"
"","html-button-response","24","54211","0.0-24.0","uvm8fqo64w","1548.3000000022002"," ","0","44"
"","html-button-response","25","57524","0.0-25.0","uvm8fqo64w","3308.6999999941327"," ","1","89"
"","html-button-response","26","60300","0.0-26.0","uvm8fqo64w","2772.7000000013504"," ","1","56"
"","html-button-response","27","62644","0.0-27.0","uvm8fqo64w","2341.3000000000466"," ","0","28"
"","html-button-response","28","64349","0.0-28.0","uvm8fqo64w","1693.199999994249"," ","1","41"
"","html-button-response","29","67039","0.0-29.0","uvm8fqo64w","2687.400000002526"," ","0","69"
"","html-button-response","30","69955","0.0-30.0","uvm8fqo64w","2913.3999999976368"," ","0","92"
"","html-button-response","31","71927","0.0-31.0","uvm8fqo64w","1968.6999999976251"," ","1","72"
"","html-button-response","32","74878","0.0-32.0","uvm8fqo64w","2947.5000000020373"," ","1","25"
"","html-button-response","33","77545","0.0-33.0","uvm8fqo64w","2664.4999999989523"," ","0","77"
"","html-button-response","34","79658","0.0-34.0","uvm8fqo64w","2110.7000000047265"," ","1","37"
"","html-button-response","35","81631","0.0-35.0","uvm8fqo64w","1970.7999999955064"," ","1","75"
"","html-button-response","36","84088","0.0-36.0","uvm8fqo64w","2453.39999999851"," ","1","51"
"","html-button-response","37","86847","0.0-37.0","uvm8fqo64w","2756.9000000003143"," ","1","67"
"","html-button-response","38","89965","0.0-38.0","uvm8fqo64w","3115.399999995134"," ","0","93"
"","html-button-response","39","91759","0.0-39.0","uvm8fqo64w","1790.8000000024913"," ","1","28"
"","html-button-response","40","96268","0.0-40.0","uvm8fqo64w","4506.600000000617"," ","1","68"
"","html-button-response","41","97813","0.0-41.0","uvm8fqo64w","1542.0000000012806"," ","0","27"
"","html-button-response","42","99845","0.0-42.0","uvm8fqo64w","2029.1999999972177"," ","1","97"
"","html-button-response","43","101841","0.0-43.0","uvm8fqo64w","1992.7000000025146"," ","1","58"
"","html-button-response","44","105255","0.0-44.0","uvm8fqo64w","3411.500000001979"," ","1","16"
"","html-button-response","45","106694","0.0-45.0","uvm8fqo64w","1435.6999999945401"," ","0","71"
"","html-button-response","46","108820","0.0-46.0","uvm8fqo64w","2123.700000003737"," ","1","68"
"","html-button-response","47","110089","0.0-47.0","uvm8fqo64w","1266.5000000051805"," ","1","88"
"","html-button-response","48","111354","0.0-48.0","uvm8fqo64w","1261.900000004971"," ","0","41"
"","html-button-response","49","112824","0.0-49.0","uvm8fqo64w","1467.899999996007"," ","1","71"
"","html-button-response","50","116230","0.0-50.0","uvm8fqo64w","3403.199999993376"," ","0","62"
"","html-button-response","51","118091","0.0-51.0","uvm8fqo64w","1857.7000000004773"," ","0","86"
"","html-button-response","52","119475","0.0-52.0","uvm8fqo64w","1381.9000000003143"," ","1","43"
"","html-button-response","53","120921","0.0-53.0","uvm8fqo64w","1442.7000000068801"," ","0","34"
"","html-button-response","54","122727","0.0-54.0","uvm8fqo64w","1803.1999999948312"," ","0","98"
"","html-button-response","55","123902","0.0-55.0","uvm8fqo64w","1172.7000000028056"," ","1","21"
"","html-button-response","56","127609","0.0-56.0","uvm8fqo64w","3703.800000002957"," ","1","59"
"","html-button-response","57","129596","0.0-57.0","uvm8fqo64w","1984.0000000040163"," ","0","31"
"","html-button-response","58","131744","0.0-58.0","uvm8fqo64w","2145.0000000040745"," ","0","78"
"","html-button-response","59","133515","0.0-59.0","uvm8fqo64w","1768.499999998312"," ","0","97"
"","html-button-response","60","134822","0.0-60.0","uvm8fqo64w","1304.9000000028173"," ","1","32"
"true","fullscreen","61","135825","0.0-61.0","uvm8fqo64w","","","",""
